"PHL","ANC","20180912","289.90","AS"
"PHL","ANC","20180919","289.90","AS"
"PHL","ANC","20180922","289.90","AS"
"PHL","ANC","20180925","289.90","AS"
"PHL","ANC","20180926","289.90","AS"
"PHL","ANC","20180929","289.90","AS"
"PHL","ANC","20181106","289.90","AS"
"PHL","ANC","20181107","289.90","AS"
"PHL","ANC","20180911","289.90","AS"
"PHL","ANC","20181002","289.90","AS"
"PHL","ANC","20181003","289.90","AS"
"PHL","ANC","20181009","289.90","AS"
"PHL","ANC","20181017","289.90","AS"
"PHL","ANC","20181031","289.90","AS"
"PHL","ANC","20181001","289.90","AS"
"PHL","ANC","20181016","289.90","AS"
"PHL","ANC","20181023","289.90","AS"
"PHL","ANC","20181029","289.90","AS"
"PHL","ANC","20181030","289.90","AS"
"PHL","ANC","20181012","291.90","AS"
"PHL","ANC","20181019","291.90","AS"
"PHL","ANC","20181026","291.90","AS"
"PHL","ANC","20181102","291.90","AS"
"PHL","ANC","20180928","291.90","AS"
"PHL","ANC","20181122","310.90","DL"
"PHL","ANC","20180915","310.90","DL"
"PHL","ANC","20180902","310.90","DL"
"PHL","ANC","20181004","310.90","DL"
"PHL","ANC","20181005","310.90","DL"
"PHL","ANC","20181013","310.90","DL"
"PHL","ANC","20181015","310.90","DL"
"PHL","ANC","20181018","310.90","DL"
"PHL","ANC","20181024","310.90","DL"
"PHL","ANC","20181025","310.90","DL"
"PHL","ANC","20180910","310.90","DL"
"PHL","ANC","20180913","310.90","DL"
"PHL","ANC","20180914","310.90","DL"
"PHL","ANC","20180916","310.90","DL"
"PHL","ANC","20180917","310.90","DL"
"PHL","ANC","20180918","310.90","DL"
"PHL","ANC","20180920","310.90","DL"
"PHL","ANC","20180921","310.90","DL"
"PHL","ANC","20180923","310.90","DL"
"PHL","ANC","20180924","310.90","DL"
"PHL","ANC","20180927","310.90","DL"
"PHL","ANC","20180930","310.90","DL"
"PHL","ANC","20180813","310.90","DL"
"PHL","ANC","20180814","310.90","DL"
"PHL","ANC","20180815","310.90","DL"
"PHL","ANC","20180816","310.90","DL"
"PHL","ANC","20180817","310.90","DL"
"PHL","ANC","20180819","310.90","DL"
"PHL","ANC","20180820","310.90","DL"
"PHL","ANC","20180821","310.90","DL"
"PHL","ANC","20180822","310.90","DL"
"PHL","ANC","20180823","310.90","DL"
"PHL","ANC","20180824","310.90","DL"
"PHL","ANC","20180826","310.90","DL"
"PHL","ANC","20180827","310.90","DL"
"PHL","ANC","20180829","310.90","DL"
"PHL","ANC","20180830","310.90","DL"
"PHL","ANC","20180831","310.90","DL"
"PHL","ANC","20180725","310.90","DL"
"PHL","ANC","20180727","310.90","DL"
"PHL","ANC","20180730","310.90","DL"
"PHL","ANC","20180731","310.90","DL"
"PHL","ANC","20180828","310.90","DL"
"PHL","ANC","20180801","310.90","DL"
"PHL","ANC","20180806","310.90","DL"
"PHL","ANC","20180807","310.90","DL"
"PHL","ANC","20180810","310.90","DL"
"PHL","ANC","20181027","310.90","DL"
"PHL","ANC","20181101","310.90","DL"
"PHL","ANC","20181103","310.90","DL"
"PHL","ANC","20181006","310.90","DL"
"PHL","ANC","20181010","310.90","DL"
"PHL","ANC","20181011","310.90","DL"
"PHL","ANC","20181129","310.90","DL"
"PHL","ANC","20181130","310.90","DL"
"PHL","ANC","20181203","310.90","DL"
"PHL","ANC","20181204","310.90","DL"
"PHL","ANC","20181205","310.90","DL"
"PHL","ANC","20181206","310.90","DL"
"PHL","ANC","20181207","310.90","DL"
"PHL","ANC","20181210","310.90","DL"
"PHL","ANC","20181211","310.90","DL"
"PHL","ANC","20181212","310.90","DL"
"PHL","ANC","20181213","310.90","DL"
"PHL","ANC","20181105","310.90","AS"
"PHL","ANC","20181108","310.90","AS"
"PHL","ANC","20181109","310.90","AS"
"PHL","ANC","20181110","310.90","AS"
"PHL","ANC","20181112","310.90","AS"
"PHL","ANC","20181113","310.90","AS"
"PHL","ANC","20181114","310.90","AS"
"PHL","ANC","20181115","310.90","AS"
"PHL","ANC","20181121","310.90","AS"
"PHL","ANC","20181201","310.90","AS"
"PHL","ANC","20181202","310.90","AS"
"PHL","ANC","20181208","310.90","AS"
"PHL","ANC","20181215","310.90","AS"
"PHL","ANC","20181216","310.90","AS"
"PHL","ANC","20180728","310.90","DL"
"PHL","ANC","20180901","310.90","DL"
"PHL","ANC","20180908","310.90","DL"
"PHL","ANC","20180904","310.90","DL"
"PHL","ANC","20180909","310.90","DL"
"PHL","ANC","20180818","310.90","DL"
"PHL","ANC","20180906","310.90","AS"
"PHL","ANC","20180907","310.90","AS"
"PHL","ANC","20181214","310.90","AS"
"PHL","ANC","20181020","310.90","AS"
"PHL","ANC","20190108","310.90","UA"
"PHL","ANC","20181116","310.90","AA"
"PHL","ANC","20181120","310.90","AA"
"PHL","ANC","20181218","310.90","AA"
"PHL","ANC","20181219","310.90","AA"
"PHL","ANC","20181224","310.90","AA"
"PHL","ANC","20181225","310.90","AA"
"PHL","ANC","20181007","310.90","AS"
"PHL","ANC","20181014","310.90","AS"
"PHL","ANC","20181118","310.90","AS"
"PHL","ANC","20181119","310.90","AS"
"PHL","ANC","20181217","310.90","AS"
"PHL","ANC","20181117","310.90","AA"
"PHL","ANC","20181209","310.90","AA"
"PHL","ANC","20181021","310.90","AA"
"PHL","ANC","20181028","310.90","AA"
"PHL","ANC","20180825","310.90","DL"
"PHL","ANC","20181128","310.90","DL"
"PHL","ANC","20181008","310.90","AA"
"PHL","ANC","20181022","310.90","AA"
"PHL","ANC","20180905","310.90","AS"
