"PHX","ATL","20180908","111.80","NK"
"PHX","ATL","20180912","111.80","NK"
"PHX","ATL","20180915","111.80","NK"
"PHX","ATL","20180919","111.80","NK"
"PHX","ATL","20180922","111.80","NK"
"PHX","ATL","20180926","111.80","NK"
"PHX","ATL","20180929","111.80","NK"
"PHX","ATL","20181003","111.80","NK"
"PHX","ATL","20180911","111.80","NK"
"PHX","ATL","20180918","111.80","NK"
"PHX","ATL","20180925","111.80","NK"
"PHX","ATL","20181002","111.80","NK"
"PHX","ATL","20180818","111.80","NK"
"PHX","ATL","20180821","111.80","NK"
"PHX","ATL","20180822","111.80","NK"
"PHX","ATL","20180825","111.80","NK"
"PHX","ATL","20180828","111.80","NK"
"PHX","ATL","20180829","111.80","NK"
"PHX","ATL","20180904","111.80","NK"
"PHX","ATL","20180905","111.80","NK"
"PHX","ATL","20180814","111.80","NK"
"PHX","ATL","20180815","111.80","NK"
"PHX","ATL","20181113","114.80","NK"
"PHX","ATL","20181127","114.80","NK"
"PHX","ATL","20181204","114.80","NK"
"PHX","ATL","20181211","114.80","NK"
"PHX","ATL","20181218","114.80","NK"
"PHX","ATL","20181110","114.80","NK"
"PHX","ATL","20181114","114.80","NK"
"PHX","ATL","20181128","114.80","NK"
"PHX","ATL","20181201","114.80","NK"
"PHX","ATL","20181205","114.80","NK"
"PHX","ATL","20181208","114.80","NK"
"PHX","ATL","20181212","114.80","NK"
"PHX","ATL","20181215","114.80","NK"
"PHX","ATL","20181219","114.80","NK"
"PHX","ATL","20181010","114.80","NK"
"PHX","ATL","20181013","114.80","NK"
"PHX","ATL","20181017","114.80","NK"
"PHX","ATL","20181020","114.80","NK"
"PHX","ATL","20181024","114.80","NK"
"PHX","ATL","20181027","114.80","NK"
"PHX","ATL","20181031","114.80","NK"
"PHX","ATL","20181103","114.80","NK"
"PHX","ATL","20181107","114.80","NK"
"PHX","ATL","20181009","114.80","NK"
"PHX","ATL","20181016","114.80","NK"
"PHX","ATL","20181023","114.80","NK"
"PHX","ATL","20181030","114.80","NK"
"PHX","ATL","20181106","114.80","NK"
"PHX","ATL","20180728","114.80","NK"
"PHX","ATL","20180731","114.80","NK"
"PHX","ATL","20180801","114.80","NK"
"PHX","ATL","20180804","114.80","NK"
"PHX","ATL","20180807","114.80","NK"
"PHX","ATL","20180808","114.80","NK"
"PHX","ATL","20180811","114.80","NK"
"PHX","ATL","20180901","121.80","NK"
"PHX","ATL","20180910","136.80","NK"
"PHX","ATL","20180917","136.80","NK"
"PHX","ATL","20180924","136.80","NK"
"PHX","ATL","20181001","136.80","NK"
"PHX","ATL","20180906","136.80","NK"
"PHX","ATL","20180913","136.80","NK"
"PHX","ATL","20180920","136.80","NK"
"PHX","ATL","20180927","136.80","NK"
"PHX","ATL","20180816","136.80","NK"
"PHX","ATL","20180817","136.80","NK"
"PHX","ATL","20180819","136.80","NK"
"PHX","ATL","20180820","136.80","NK"
"PHX","ATL","20180823","136.80","NK"
"PHX","ATL","20180824","136.80","NK"
"PHX","ATL","20180826","136.80","NK"
"PHX","ATL","20180827","136.80","NK"
"PHX","ATL","20181108","139.80","NK"
"PHX","ATL","20181115","139.80","NK"
"PHX","ATL","20181129","139.80","NK"
"PHX","ATL","20181202","139.80","NK"
"PHX","ATL","20181206","139.80","NK"
"PHX","ATL","20181209","139.80","NK"
"PHX","ATL","20181213","139.80","NK"
"PHX","ATL","20181216","139.80","NK"
"PHX","ATL","20181109","139.80","NK"
"PHX","ATL","20181112","139.80","NK"
"PHX","ATL","20181130","139.80","NK"
"PHX","ATL","20181203","139.80","NK"
"PHX","ATL","20181207","139.80","NK"
"PHX","ATL","20181210","139.80","NK"
"PHX","ATL","20181214","139.80","NK"
"PHX","ATL","20181217","139.80","NK"
"PHX","ATL","20181015","139.80","NK"
"PHX","ATL","20181022","139.80","NK"
"PHX","ATL","20181029","139.80","NK"
"PHX","ATL","20181105","139.80","NK"
"PHX","ATL","20181004","139.80","NK"
"PHX","ATL","20181101","139.80","NK"
"PHX","ATL","20180723","139.80","NK"
"PHX","ATL","20180724","139.80","NK"
"PHX","ATL","20180725","139.80","NK"
"PHX","ATL","20180830","141.80","NK"
"PHX","ATL","20180907","142.40","NK"
"PHX","ATL","20180914","142.40","NK"
"PHX","ATL","20180921","142.40","NK"
"PHX","ATL","20180928","142.40","NK"
"PHX","ATL","20180726","144.80","NK"
"PHX","ATL","20180730","144.80","NK"
"PHX","ATL","20180802","144.80","NK"
"PHX","ATL","20180806","144.80","NK"
"PHX","ATL","20180809","144.80","NK"
"PHX","ATL","20180813","144.80","NK"
"PHX","ATL","20181102","145.40","NK"
"PHX","ATL","20180721","145.40","NK"
"PHX","ATL","20180722","149.80","NK"
"PHX","ATL","20180727","154.80","NK"
"PHX","ATL","20180803","154.80","NK"
"PHX","ATL","20180810","154.80","NK"
"PHX","ATL","20181012","155.40","NK"
"PHX","ATL","20181019","155.40","NK"
"PHX","ATL","20181026","155.40","NK"
"PHX","ATL","20180729","159.80","NK"
"PHX","ATL","20180805","159.80","NK"
"PHX","ATL","20180812","159.80","NK"
"PHX","ATL","20180831","162.40","NK"
"PHX","ATL","20180715","164.80","NK"
"PHX","ATL","20180716","164.80","NK"
"PHX","ATL","20180719","164.80","NK"
"PHX","ATL","20180720","164.80","NK"
"PHX","ATL","20181006","167.20","DL"
"PHX","ATL","20181011","167.20","DL"
"PHX","ATL","20181028","167.20","AA"
"PHX","ATL","20181116","167.20","AA"
"PHX","ATL","20181118","167.20","AA"
"PHX","ATL","20181119","167.20","AA"
"PHX","ATL","20181220","167.20","AA"
"PHX","ATL","20181223","167.20","AA"
"PHX","ATL","20181224","167.20","AA"
"PHX","ATL","20181225","167.20","AA"
"PHX","ATL","20181226","167.20","AA"
"PHX","ATL","20181227","167.20","AA"
"PHX","ATL","20181228","167.20","AA"
"PHX","ATL","20181229","167.20","AA"
"PHX","ATL","20181230","167.20","AA"
"PHX","ATL","20181231","167.20","AA"
"PHX","ATL","20190101","167.20","AA"
"PHX","ATL","20181117","167.20","DL"
"PHX","ATL","20181122","167.20","DL"
"PHX","ATL","20181123","167.20","DL"
"PHX","ATL","20181222","167.20","DL"
"PHX","ATL","20190103","167.20","DL"
"PHX","ATL","20181007","167.20","DL"
"PHX","ATL","20181008","167.20","DL"
"PHX","ATL","20180903","167.20","DL"
"PHX","ATL","20180909","167.20","DL"
"PHX","ATL","20180916","167.20","DL"
"PHX","ATL","20180923","167.20","DL"
"PHX","ATL","20180930","167.20","DL"
"PHX","ATL","20181221","167.20","DL"
"PHX","ATL","20181005","167.20","DL"
"PHX","ATL","20181018","167.20","DL"
"PHX","ATL","20181021","167.20","DL"
"PHX","ATL","20181025","167.20","DL"
"PHX","ATL","20180902","167.20","AA"
"PHX","ATL","20181104","167.20","DL"
"PHX","ATL","20181121","167.20","DL"
"PHX","ATL","20181126","167.20","DL"
"PHX","ATL","20181120","174.30","AA"
"PHX","ATL","20181111","174.80","NK"
"PHX","ATL","20181014","175.80","AA"
"PHX","ATL","20180718","199.80","NK"
"PHX","ATL","20180714","229.80","NK"
"PHX","ATL","20190102","242.80","UA"
"PHX","ATL","20181124","242.80","UA"
"PHX","ATL","20180717","245.80","NK"
"PHX","ATL","20181125","314.20","AA"
