"DICVG045","Days Inn Cincinnati East - 5165","4056 Mt Carmel Tobasco Rd","Cincinnati","OH","45255","47.59","SP1","C4D","No","Room with bath - Standard","Double","4","20180913"
"RFCVG080","Red Roof Cincinnati East-beechmont","4035 Mt Carmel Tobasco Road","Cincinnati","OH","45255","47.69","SEN","C1S","No","Room with bath - Standard","Single","1","20180913"
"DICVG230","Days Inn Fort Wright","1937 Dixie Highway","Fort Wright","KY","41011","56.95","SP1","C2K","No","Room with bath - Standard","King","2","20180913"
"RFCVG171","Red Roof Cincinnati Sharonville","2301 Sharon Road","Sharonville","OH","45241","56.99","SEN","C1S","No","Room with bath - Standard","Single","1","20180913"
"RACVG592","Ramada Plaza Cincinnati","11320 Chester Road","Cincinnati","OH","45246","66.6","AR1","C3K","No","Room with bath - Standard","King","3","20180913"
"RFCVG103","Red Roof Cincinnati Northeast-blue Ash","5900 Pfeiffer Road","Blue Ash","OH","45242","58.49","SNR","N1K","No","Non-smoking","King","1","20180913"
"MXLUKF62","Motel 6 Cincinnati Central - Norwood","5300 Kennedy Ave","Cincinnati","OH","45213","61.67","RAC","N1K","No","Non-smoking","King","1","20180913"
"EACVG593","Extended Stay America Reagan","4260 Hunt Road","Blue Ash","OH","45242","67.49","PRO","A05","No","Room with bath - Superior","Other","0","20180913"
"BUCVGGVQ","Baymont Inn Suites Cincinnati","10900 Crowne Pointe Drive","Cincinnati","OH","45241","71.99","SNR","N2D","No","Non-smoking","Double","2","20180913"
"EACVG043","Extended Stay America Reed Har","4630 Creek Rd","Blue Ash","OH","45242","71.99","PRO","A0A","No","Room with bath - Superior","Other","0","20180913"
"BWCVG163","Best Western Plus Hannaford","5900 E. Galbraith Road","Cincinnati","OH","45236","89.24","DB6","A1Q","No","Room with bath - Superior","Queen","1","20180913"
"CXCVG620","Country Inn Stes Erlanger Ky - Cincinnat","630 Donaldson Road","Erlanger","KY","41018","93.6","SRS","H1K","No","Room with shower - Minimum","King","1","20180913"
"YXCVG756","Livinn Hotel Sharonville","11385 Chester Road","Sharonville","OH","45246","94.5","COR","A2Q","No","Room with bath - Superior","Queen","2","20180913"
"QICVG145","Quality Inn And Suites Erlanger","1805 Airport Exchange Blvd","Erlanger","KY","41018","84.99","RAC","N1Q","No","Non-smoking","Queen","1","20180913"
"BWCVG135","Best Western Clermont","4004 Williams Drive","Cincinnati","OH","45255","89.96","SRS","A2D","No","Room with bath - Superior","Double","2","20180913"
"HYCVGABA","Hyatt Place Cincinnati Blue Ash","11435 Reed Hartman Hwy","Cincinnati","OH","45241","103.55","***","KNG","No","Room with bath/shower - Minimum","Other","Unknown","20180913"
"WGCVG860","Wingate By Wyndham Erlanger, K","605 Viox Road","Erlanger","KY","41018","95.2","AA1","H2K","No","Room with shower - Minimum","King","2","20180913"
"MUCVGCIN","Millennium Cincinnati","150 West 5th Street","Cincinnati","OH","45202 2393","91.8","PK2","C1K","No","Room with bath - Standard","King","1","20180913"
"FNCVGSNF","Fairfield Inn N Stes Marriott","11440 Chester Road","Cincinnati","OH","45246","92.65","RAC","XMI","No","unknown","Other","Unknown","20180913"
"SNCVGNNR","Sonesta Es Cinci Sharon W","11689 Chester Rd","Cincinnati","OH","45246","98.0","SNR","S1Q","No","Suite","Queen","1","20180913"
