"MXDCA682","Motel 6 Washington","5701 Allentown Rd","Camp Springs","MD","20746","69.91","RAC","U1D","No","Suite","Double","1","20180731"
"DIDCA296","Days Inn Camp Sprngs Andrwsafb","5151 Allentown Road","Camp Springs","DC","20746","63.74","SP1","H1Q","No","Room with shower - Minimum","Queen","1","20180731"
"EOWAS166","Econo Lodge Takoma Park","7411 New Hampshire Avenue Bld 2","Takoma Park","MD","20912","75.6","SNR","N1K","No","Non-smoking","King","1","20180731"
"TLDCA162","Travelodge Silver Spring","8040 13th Street","Silver Springs","MD","20910","76.5","SP1","C2K","No","Room with bath - Standard","King","2","20180731"
"RFBWI160","Red Roof Washington Dc-laurel","12525 Laurel Bowie Road","Laurel","MD","20708","70.39","SNR","N2D","No","Non-smoking","Double","2","20180731"
"WVDCA383","Colony South Jb Andrews Was","7401 Surratts Road","Clinton","MD","20735","80.0","SNR","C1K","No","Room with bath - Standard","King","1","20180731"
"MXDCA486","Motel 6 Washington","75 Hampton Park Blvd","Capitol Heights","MD","20743","73.99","RAC","U1Q","No","Suite","Queen","1","20180731"
"DIDCA464","Days Inn Alexandria South","6100 Richmond Hwy/i-95","Alexandria","DC","22303","74.8","SP1","C4Q","No","Room with bath - Standard","Queen","4","20180731"
"DIDCA253","Days Inn Alexandria","110 S Bragg St West","Alexandria","DC","22312","84.15","SP1","H1D","No","Room with shower - Minimum","Double","1","20180731"
"RFWAS169","Red Roof Plus Washington Dc-alexandria","5975 Richmond Highway","Alexandria","VA","22303","85.35","SEN","C1K","No","Room with bath - Standard","King","1","20180731"
"DIDCA670","Days Inn Lanham","9023 Annapolis Road/i-495","Lanham","DC","20706","75.65","SP1","H2Q","No","Room with shower - Minimum","Queen","2","20180731"
"RFWAS181","Red Roof Plus Washington Dc-oxon Hill","6170 Oxon Hill Road","Oxon Hill","MD","20745","85.49","SEN","C1K","No","Room with bath - Standard","King","1","20180731"
"BWDCA120","Best Western Springfield","6721 Commerce Street","Springfield","DC","22150","76.49","DB6","B2D","No","Room with bath - Moderate","Double","2","20180731"
"OZCGS469","Super 8 College Prk Wash Dc Ar","9150 Baltimore Ave","College Park","MD","20740","76.49","SP1","H1Q","No","Room with shower - Minimum","Queen","1","20180731"
"QIDCA423","Quality Inn Mount Vernon","7212 Richmond Hwy","Alexandria","DC","22306","79.2","SNR","N2Q","No","Non-smoking","Queen","2","20180731"
"OZADW450","S8 Camp Springs-andrews Afb","5151 B Allentown Rd","Camp Spring","MD","20746","78.95","SP1","H1K","No","Room with shower - Minimum","King","1","20180731"
"CXWAS578","Country Inn Ste Washington Dc","8850 Hampton Mall Dr","Capitol Heights","DC","20743","79.2","PRO","O2Q","No","unknown","Queen","2","20180731"
"BWDCA038","Best Western Capital Beltway","5910 Princess Garden Parkway","Lanham","DC","20706","81.59","DB6","A2D","No","Room with bath - Superior","Double","2","20180731"
"HJCGS740","Hojo Inn College Park","9113 Baltimore Avenue","College Park","MD","20740","84.15","SP1","H1D","No","Room with shower - Minimum","Double","1","20180731"
"SCADW601","Woodspring Suites Washington D","6010 Allentown Road","Camp Springs","MD","20746","84.99","BAR","H1D","No","Room with shower - Minimum","Double","1","20180731"
