"BUORL003","Baymont Inn Suite Florida Mall","8820 S Orange Blossom Trail","Orlando","FL","32809","66.59","SNR","N1K","No","Non-smoking","King","1","20181228"
"EOORL036","Econo Lodge Inn And Suites Near Florida","8700 S Orange Blossom Trail","Orlando","FL","32809","67.49","SNR","*1K","No","Unspecified","King","1","20181228"
"MXMCO791","Motel 6 Orlando Winter Park","5300 Adanson Rd","Orlando","FL","32810","79.99","RAC","N2D","No","Non-smoking","Double","2","20181228"
"DTMCO852","Dbltree Rst By Hilton Seaworld","10100 International Drive","Orlando","FL","32821","85.44","RAC","F2D","No","Room with shower - Moderate","Double","2","20181228"
"RYMCOB36","Rodeway Inn Near Florida Mall","6119 S Orange Blossom Trail","Orlando","FL","32809","76.49","AAA","N1D","No","Non-smoking","Double","1","20181228"
"SZORL600","Sleep Inn And Suites Orlando Internation","1700 Mccoy Road","Orlando","FL","32809","89.1","SNR","N1K","No","Non-smoking","King","1","20181228"
"WVORL312","Monumental Movieland Hotel","6233 International Drive","Orlando","FL","32819","89.99","SRS","N2D","No","Non-smoking","Double","2","20181228"
"OZORLORI","Super 8 By Wyndham Orlando Int","5900 American Way","Orlando","FL","32819","89.99","AR1","C3Q","No","Room with bath - Standard","Queen","3","20181228"
"BWORL302","Best Western Airport Inn Stes","8101 Aircenter Court","Orlando","FL","32809","89.99","SRS","A1K","No","Room with bath - Superior","King","1","20181228"
"DIORL574","Days Inn Orlando Airport","9301 S Orange Blossom Trail","Orlando","FL","32837","89.25","SP1","S1K","No","Suite","King","1","20181228"
"LQORLBMZ","La Quinta Inn Ste Orlando South","2051 Consulate Drive","Orlando","FL","32837","105.0","RAC","C2D","No","Room with bath - Standard","Double","2","20181228"
"MXMCOA63","Motel 6 Orlando International Dr","5909 American Way","Orlando","FL","32819","105.99","RAC","U1B","No","Suite","Other","1","20181228"
"CCORL328","Clarion Inn And Suites At International","9956 Hawaiian Court","Orlando","FL","32819","108.0","SNR","N2Q","No","Non-smoking","Queen","2","20181228"
"WVORL392","The Avanti Resort Orlando","8738 International Drive","Orlando","FL","32819","109.45","PRR","AQ1","No","Room with bath - Superior","Other","Unknown","20181228"
"DIMCO330","Days Inn Orlando Downtown","3300 S Orange Blossom Trl","Orlando","FL","32839","110.46","SP1","H1D","No","Room with shower - Minimum","Double","1","20181228"
"LQMCO642","La Quinta Inn Orlando Airport West","7931 Daetwyler Drive","Orlando","FL","32812","115.0","RAC","C2D","No","Room with bath - Standard","Double","2","20181228"
"WGORL850","Wingate By Wyndham Orlando Int","5750 Hazeltine National Drive","Orlando","FL","32822","116.1","AR1","S4K","No","Suite","King","4","20181228"
"WVORLRIN","Rosen Inn","6327 International Drive","Orlando","FL","32819","116.99","SNR","S**","No","Suite","Unspecified","Unspecified","20181228"
"BWORL346","Best Western Orlando East","8750 East Colonial Drive","Orlando","FL","32817","109.65","AAA","B2Q","No","Room with bath - Moderate","Queen","2","20181228"
"EAORLOCP","Extended Stay America Southpk","4101 Equity Row","Orlando","FL","32819","125.99","PRO","A0C","No","Room with bath - Superior","Varies","0","20181228"
