"HYPITLV4","Hyatt House Pittsburgh South Side","2795 South Water Street","Pittsburgh","PA","15203","141.55","***","SKN","No","Suite","Other","Unknown","20181130"
"WYPIT998","Wyndham Grand Pittsburgh Downt","600 Commonwealth Place","Pittsburgh","PA","15222","159.2","AAA","H1K","No","Room with shower - Minimum","King","1","20181130"
"OMPITPEN","Omni William Penn Hotel","530 William Penn Place","Pittsburgh","PA","15219","187.0","AR2","ADQ","No","Room with bath - Superior","Queen","Unknown","20181130"
"WIPIT370","Westin Conv Center Pittsburgh","1000 Penn Avenue","Pittsburgh","PA","15222","305.0","BZF","B1K","No","Room with bath - Moderate","King","1","20181130"
