c_code,date,h_code,h_name,street,city,state,zip,price,rate,room_code,roh,room_type,bed_type,n_beds
CHI,20190110,AKCHIABA,The Blackstone,636 South Michigan Avenue,Chicago,IL,60605,149.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20190111,AKCHIABA,The Blackstone,636 South Michigan Avenue,Chicago,IL,60605,129.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20190112,AKCHIABA,The Blackstone,636 South Michigan Avenue,Chicago,IL,60605,129.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20190113,AKCHIABA,The Blackstone,636 South Michigan Avenue,Chicago,IL,60605,149.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20190114,AKCHIABA,The Blackstone,636 South Michigan Avenue,Chicago,IL,60605,159.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20180812,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,149.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20180831,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,129.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20180903,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,105.0,RAC,REG,No,unknown,Other,Unknown
CHI,20181029,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,129.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181030,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,129.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181118,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,95.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181119,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,95.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181120,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,95.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181121,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,95.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181122,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,95.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181217,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,98.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181218,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,98.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181219,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,98.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181220,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,98.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181221,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,98.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181222,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,98.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181223,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,98.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181224,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,79.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181225,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,89.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181226,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,98.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20181227,AKCHIAXA,Hotel Chicago Downtown,333 North Dearborn,Chicago,IL,60654,98.0,RAC,BUY,No,Room with bath - Moderate,Other,Unknown
CHI,20180624,AKCHIDXA,Hotel Emc2,228 East Ontario Street,Chicago,IL,60611,154.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
CHI,20180830,AKCHIDXA,Hotel Emc2,228 East Ontario Street,Chicago,IL,60611,138.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
CHI,20190108,AKCHIDXA,Hotel Emc2,228 East Ontario Street,Chicago,IL,60611,153.0,RAC,REG,No,unknown,Other,Unknown
CHI,20190109,AKCHIDXA,Hotel Emc2,228 East Ontario Street,Chicago,IL,60611,153.0,RAC,REG,No,unknown,Other,Unknown
CHI,20190110,AKCHIDXA,Hotel Emc2,228 East Ontario Street,Chicago,IL,60611,153.0,RAC,REG,No,unknown,Other,Unknown
CHI,20190115,AKCHIDXA,Hotel Emc2,228 East Ontario Street,Chicago,IL,60611,138.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
CHI,20180825,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,164.71,A16,A1K,No,Room with bath - Superior,King,1
CHI,20180908,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,203.46,A16,A1K,No,Room with bath - Superior,King,1
CHI,20180909,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,203.46,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181102,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,162.65,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181109,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,162.65,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181117,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,154.15,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181120,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,100.25,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181123,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,110.83,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181128,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,255.11,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181129,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,154.83,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181130,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,120.15,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181201,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,120.15,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181208,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,103.15,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181210,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,119.0,DO0,A1K,No,Room with bath - Superior,King,1
CHI,20181213,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,111.65,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181214,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,103.15,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181215,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,103.15,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181217,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,114.13,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181218,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,114.13,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181220,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,106.0,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181221,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,106.0,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181222,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,106.0,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181227,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,107.93,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181228,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,107.93,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181229,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,107.93,A16,A1K,No,Room with bath - Superior,King,1
CHI,20181230,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,103.15,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190101,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,103.81,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190102,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,103.81,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190103,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,94.65,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190104,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,94.65,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190105,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,94.65,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190107,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,103.81,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190108,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,103.81,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190111,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,94.65,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190112,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,94.65,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190115,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,103.81,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190117,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,99.23,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190118,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,94.65,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190119,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,94.65,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190120,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,99.23,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190121,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,99.23,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190131,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,94.65,A16,A1K,No,Room with bath - Superior,King,1
CHI,20190201,ALCHI370,Aloft Chicago City Center,515 North Clark Street,Chicago,IL,60654,94.65,A16,A1K,No,Room with bath - Superior,King,1
