c_code,date,h_code,h_name,street,city,state,zip,price,rate,room_code,roh,room_type,bed_type,n_beds
MSP,20181019,AKMSPAKA,The Hotel Minneapolis,215 4th Street South,Minneapolis,MN,55401,161.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181021,AKMSPAKA,The Hotel Minneapolis,215 4th Street South,Minneapolis,MN,55401,125.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181118,AKMSPAKA,The Hotel Minneapolis,215 4th Street South,Minneapolis,MN,55401.0,143.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181124,AKMSPAKA,The Hotel Minneapolis,215 4th Street South,Minneapolis,MN,55401,143.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181125,AKMSPAKA,The Hotel Minneapolis,215 4th Street South,Minneapolis,MN,55401,143.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20180926,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,185.87,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181020,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,201.83,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181031,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,197.1,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181201,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,245.65,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181213,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,214.14,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181214,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,237.15,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181215,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,228.65,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181216,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,237.15,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181221,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,245.65,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181226,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,171.94,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181227,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,171.94,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181228,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,194.65,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181229,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,194.65,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181230,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,245.65,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181231,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,256.49,A16,A1K,No,Room with bath - Superior,King,1
MSP,20190111,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,251.84,A16,A1K,No,Room with bath - Superior,King,1
MSP,20190126,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,245.65,A16,A1K,No,Room with bath - Superior,King,1
MSP,20190202,ALMSP074,Aloft Minneapolis,900 Washington Ave South,Minneapolis,MN,55415,245.65,A16,A1K,No,Room with bath - Superior,King,1
MSP,20181027,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,149.0,RAC,REG,No,unknown,Other,Unknown
MSP,20181102,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,113.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181103,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,113.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181116,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,113.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181117,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,113.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181118,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425.0,139.0,RAC,REG,No,unknown,Other,Unknown
MSP,20181120,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,149.0,RAC,REG,No,unknown,Other,Unknown
MSP,20181121,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,149.0,RAC,REG,No,unknown,Other,Unknown
MSP,20181201,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,113.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181204,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,199.0,RAC,REG,No,unknown,Other,Unknown
MSP,20181205,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,199.0,RAC,REG,No,unknown,Other,Unknown
MSP,20181206,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,189.0,RAC,REG,No,unknown,Other,Unknown
MSP,20181207,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,113.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181208,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,113.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181209,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,189.0,RAC,REG,No,unknown,Other,Unknown
MSP,20181229,ARMSPACA,Ac By Marriott Mall Of America,8100 26th Ave S,Bloomington,MN,55425,113.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181218,ARMSPARA,Ac Hotel Minneapolis Downtown,401 Hennepin Ave,Minneapolis,MN,55403,278.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181219,ARMSPARA,Ac Hotel Minneapolis Downtown,401 Hennepin Ave,Minneapolis,MN,55403,278.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181220,ARMSPARA,Ac Hotel Minneapolis Downtown,401 Hennepin Ave,Minneapolis,MN,55403,278.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181223,ARMSPARA,Ac Hotel Minneapolis Downtown,401 Hennepin Ave,Minneapolis,MN,55403,278.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181225,ARMSPARA,Ac Hotel Minneapolis Downtown,401 Hennepin Ave,Minneapolis,MN,55403,278.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181226,ARMSPARA,Ac Hotel Minneapolis Downtown,401 Hennepin Ave,Minneapolis,MN,55403,278.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181227,ARMSPARA,Ac Hotel Minneapolis Downtown,401 Hennepin Ave,Minneapolis,MN,55403,278.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20181228,ARMSPARA,Ac Hotel Minneapolis Downtown,401 Hennepin Ave,Minneapolis,MN,55403,287.0,RAC,APN,No,Room with bath - Superior,Other,Unknown
MSP,20180722,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,98.1,AR1,H1K,No,Room with shower - Minimum,King,1
MSP,20180723,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,H1K,No,Room with shower - Minimum,King,1
MSP,20180724,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,H1K,No,Room with shower - Minimum,King,1
MSP,20180725,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20180726,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20180727,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,92.65,SP1,N1K,No,Non-smoking,King,1
MSP,20180729,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20180730,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,H1K,No,Room with shower - Minimum,King,1
MSP,20180731,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20180801,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20180802,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20180805,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20180814,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20180825,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,92.65,SP1,H1K,No,Room with shower - Minimum,King,1
MSP,20180911,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20180912,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20180925,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20180930,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20181001,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20181008,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,84.15,SP1,N1K,No,Non-smoking,King,1
MSP,20181202,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,62.9,SP1,N1K,No,Non-smoking,King,1
MSP,20181203,AWMSP598,Americinn Bloomington,4210 American Blvd W,Bloomington,MN,55437,62.9,SP1,N1K,No,Non-smoking,King,1
MSP,20181110,BRMSPDDB,Renaissance Minneapolis Hotel,225 S 3rd  Ave,Minneapolis,MN,55401,161.0,RAC,XMI,No,unknown,Other,Unknown
MSP,20181111,BRMSPDDB,Renaissance Minneapolis Hotel,225 S 3rd  Ave,Minneapolis,MN,55401,212.0,RAC,XMI,No,unknown,Other,Unknown
MSP,20181113,BRMSPDDB,Renaissance Minneapolis Hotel,225 S 3rd  Ave,Minneapolis,MN,55401,212.0,RAC,XMI,No,unknown,Other,Unknown
MSP,20181127,BRMSPDDB,Renaissance Minneapolis Hotel,225 S 3rd  Ave,Minneapolis,MN,55401,212.0,RAC,XMI,No,unknown,Other,Unknown
MSP,20181128,BRMSPDDB,Renaissance Minneapolis Hotel,225 S 3rd  Ave,Minneapolis,MN,55401,212.0,RAC,XMI,No,unknown,Other,Unknown
MSP,20181218,BRMSPDDB,Renaissance Minneapolis Hotel,225 S 3rd  Ave,Minneapolis,MN,55401,212.0,RAC,XMI,No,unknown,Other,Unknown
MSP,20181219,BRMSPDDB,Renaissance Minneapolis Hotel,225 S 3rd  Ave,Minneapolis,MN,55401,212.0,RAC,XMI,No,unknown,Other,Unknown
MSP,20181220,BRMSPDDB,Renaissance Minneapolis Hotel,225 S 3rd  Ave,Minneapolis,MN,55401,212.0,RAC,XMI,No,unknown,Other,Unknown
MSP,20181221,BRMSPDDB,Renaissance Minneapolis Hotel,225 S 3rd  Ave,Minneapolis,MN,55401,161.0,RAC,XMI,No,unknown,Other,Unknown
MSP,20181222,BRMSPDDB,Renaissance Minneapolis Hotel,225 S 3rd  Ave,Minneapolis,MN,55401,161.0,RAC,XMI,No,unknown,Other,Unknown
MSP,20181223,BRMSPDDB,Renaissance Minneapolis Hotel,225 S 3rd  Ave,Minneapolis,MN,55401,212.0,RAC,XMI,No,unknown,Other,Unknown
