"TAHWO101","Hollywood Beach Resort Cruise Port","101 North Ocean Drive","Hollywood","FL","33019","45.0","SAV","CST","No","Room with bath - Standard","Twin","Unknown","20181021"
"DIFLLC16","Days Inn Fll Ap Cruise Port","1700 W Broward Blvd","Ft Lauderdale","FL","33312","63.74","SP1","H1D","No","Room with shower - Minimum","Double","1","20181021"
"MXPPM371","Motel 6 Pompano Beach","1201 Nw 31st Ave","Pompano Beach","FL","33069","69.99","RAC","U1D","No","Suite","Double","1","20181021"
"MXFLL055","Motel 6 Ft Lauderdale","1801 Sr 84","Ft Lauderdale","FL","33315","73.99","RAC","UD1","No","Suite","Other","Unknown","20181021"
"MXFLL376","Motel 6 Dania Beach","825 E Dania Beach Blvd","Dania Beach","FL","33004","75.99","RAC","N2D","No","Non-smoking","Double","2","20181021"
"YXFLL104","Crossland Ft Lauderdale","3031 West Commercial Blvd","Fort Lauderdale","FL","33309","76.0","SNR","C1K","No","Room with bath - Standard","King","1","20181021"
"MSFLL046","Plantation Inn Hotel And Lounge","375 N. State Rd. 7","Plantation","FL","33317","76.46","SEN","N2D","No","Non-smoking","Double","2","20181021"
"RAHWO223","Ramada Hollywood Downtown","1925 Harrison Street","Hollywood","FL","33020-5017","78.4","B03","N1K","No","Non-smoking","King","1","20181021"
"YXFLL000","Americas Best Inn And Suites","2935 N Federal Highway","Fort Lauderdale","FL","33306","71.99","SEN","N1D","No","Non-smoking","Double","1","20181021"
"QIHWO708","Quality Inn And Suites Hollywood Bouleva","4900 Hollywood Blvd","Hollywood","FL","33021","80.1","SNR","*1K","No","Unspecified","King","1","20181021"
"DIHWO735","Days Inn Fort Lauderdale Holly","2601 N 29th Avenue/i-95","Hollywood","FL","33020","80.1","AAA","H1D","No","Room with shower - Minimum","Double","1","20181021"
"EAPPMHPB","Extended Stay America Pompano","1401 W. Mcnab Rd","Pompano Beach","FL","33069","80.99","PRO","N1Q","No","Non-smoking","Queen","1","20181021"
"YXFLL060","Ocean Beach Club","4051 N Ocean Blvd","Ft Lauderdale","FL","33308","84.0","RAC","A1K","No","Room with bath - Superior","King","1","20181021"
"YXFLL054","Ocean Beach Palace Hotel","4041 N Ocean Blvd","Ft Lauderdale","FL","33308","84.0","RAC","F1K","No","Room with shower - Moderate","King","1","20181021"
"DIFLL154","Days Inn Fort Lauderdale-oakla","1595 W Oakland Park Blvd","Ft Lauderdale","FL","33311","85.49","AR1","H1Q","No","Room with shower - Minimum","Queen","1","20181021"
"TLFLL419","Travelodge Fort Lauderdale","1251 East Sunrise Boulevard","Fort Lauderdale","FL","33304","86.69","SP1","C1K","No","Room with bath - Standard","King","1","20181021"
"LQFLLDAE","La Quinta Inn Ft Lauderdale Northeast","5727 North Federal Hwy","Fort Lauderdale","FL","33308","89.0","RAC","A2D","No","Room with bath - Superior","Double","2","20181021"
"YXFLL516","Royal Beach Palace Hotel","3711 N. Ocean Blvd","Ft Lauderdale","FL","33308","89.0","RAC","D1K","No","Room with bath - Minimum","King","1","20181021"
"RAFLL584","Ramada Plaza Ft Lauderdale","5100 N. State Road 7","Ft Lauderdale","FL","FL  33319","89.1","AR1","C5D","No","Room with bath - Standard","Double","5","20181021"
"QIFLL243","Quality Inn And Suites Airport Cruise","2520 Stirling Road","Hollywood","FL","33020 1122","89.1","SNR","N1K","No","Non-smoking","King","1","20181021"
