"RYEWR320","Rodeway Inn Jersey City","459 Tonnelle Avenue","Jersey City","NJ","07307","80.1","SNR","N1Q","No","Non-smoking","Queen","1","20180628"
"TLJEC197","Travelodge Jersey City","881 Tonnele Ave","Jersey City","NJ","07307-3938","85.49","B02","C1K","No","Room with bath - Standard","King","1","20180628"
"EOEWR072","Econo Lodge Jersey City","750 762 Tonnelle Ave","Jersey City","NJ","07307","94.49","SNR","N1K","No","Non-smoking","King","1","20180628"
"NZNYC569","Gowanus Inn And Yard, An Ascend Hotel Co","645-651 Union St.","Brooklyn","NY","11215","109.0","SNR","N1D","No","Non-smoking","Double","1","20180628"
"IQLGAUST","The Jane","113 Jane Street","New York","NY","10014","115.0","RAC","C1K","No","Room with bath - Standard","King","1","20180628"
"NZQFF473","Union Hotel, An Ascend Hotel Collection","611 De Graw Street","Brooklyn","NY","11217","120.6","SNR","N1Q","No","Non-smoking","Queen","1","20180628"
"DTEWRH70","Dbltree By Hilton Jersey City","455 Washington Blvd","Jersey City","NJ","07310","146.88","RAC","C2D","No","Room with bath - Standard","Double","2","20180628"
"YXNYCHSE","Seton Hotel","144 East 40th Street","New York","NY","10016","140.0","RAC","V11","No","unknown","Other","1","20180628"
"YXJFKBMI","Brooklyn Motor Inn","140 Hamilton Ave","Brooklyn","NY","11231","140.0","RAC","A1Q","No","Room with bath - Superior","Queen","1","20180628"
"HAJFKWAL","Eurostars Wall Street","129 Front Street","New York","NY","10005","143.94","LPR","B1D","No","Room with bath - Moderate","Double","1","20180628"
"YXNYC068","Hotel 31","120 East 31st Street","New York","NY","10016","143.1","1NT","C1D","No","Room with bath - Standard","Double","1","20180628"
"FNNYCLMF","Fairfield Inn Financl Marriott","161 Front Street","New York","NY","10038","144.0","S9R","XMI","No","unknown","Other","Unknown","20180628"
"WVLGAHLJ","Hotel Le Jolie","235 Meeker Avenue","Brooklyn","NY","11211","144.99","RAC","G2T","No","Room with shower - Standard","Twin","2","20180628"
"NZLGA507","The Look Hotel Red Hook An Ascend Hotel","17 Seabring Street","Brooklyn","NY","11231","147.6","SNR","N1K","No","Non-smoking","King","1","20180628"
"OKNYCP39","Pod 39 Hotel","145 East 39th Street","New York","NY","10016","139.0","BAR","C1D","No","Room with bath - Standard","Double","1","20180628"
"OKNYC247","Pod Williamsburg","247 Metropolitan Avenue","Brooklyn","NY","11211","139.0","RAC","C2T","No","Room with bath - Standard","Twin","2","20180628"
"OKNYCP51","Pod 51 Hotel","230 East 51st Street","New York","NY","10022","139.0","RAC","J1T","No","Room with bath/shower - Moderate","Twin","1","20180628"
"OKNYC400","Pod Times Square","400 West 42nd Street","New York City","NY","10036","139.0","RAC","C2T","No","Room with bath - Standard","Twin","2","20180628"
"GDNYCPPH","Pointe Plaza Hotel","2 Franklin Ave","Brooklyn","NY","11249","149.0","RAC","C2T","No","Room with bath - Standard","Twin","2","20180628"
"BTLGAZHN","Z New York Hotel","11 01 43rd Street","Long Island City","NY","11101","149.0","COR","A2D","No","Room with bath - Superior","Double","2","20180628"
