"MUCVGCIN","Millennium Cincinnati","150 West 5th Street","Cincinnati","OH","45202 2393","91.8","PK2","C1K","No","Room with bath - Standard","King","1","20181126"
"SNCVGFC5","Sonesta Es Cinci Sharon E","2670 E Kemper Road","Sharonville","OH","45241","95.2","AAA","S1K","No","Suite","King","1","20181126"
"HXCVG093","Hampton Inn Blue Ash Cincinna","4761 Creek Road","Blue Ash","OH","45242","98.1","RAC","D2Q","No","Room with bath - Minimum","Queen","2","20181126"
"GICVG513","Hilton Gi Cincinnati Blue Ash","5300 Cornell Road","Blue Ash","OH","45242","107.1","AAA","I1K","No","Room with bath/shower - Superior","King","1","20181126"
"CYCVGBAC","Courtyard Blue Ash Marriott","4625  East Lake Forest Dr","Blue Ash","OH","45242","127.0","S9R","XMI","No","unknown","Other","Unknown","20181126"
"HXCVG705","Hampton Inn Stes Newport","222 York","Newport","OH","41071","132.05","RAC","H1K","No","Room with shower - Minimum","King","1","20181126"
"DTCVG022","Dbltree Stes Cincinnati Blue","6300 East Kemper Road","Cincinnati","OH","45241","137.7","AAA","G1K","No","Room with shower - Standard","King","1","20181126"
"HHCVG253","Hilton Cincinnati Netherlands","35 West Fifth St","Cincinnati","OH","45202-2899","146.88","RAC","B2D","No","Room with bath - Moderate","Double","2","20181126"
"HXCVG348","Hmptn Inn And Suites Downtown Cincinnati","617 Vine Street","Cincinnati","OH","45202","170.05","RAC","G1K","No","Room with shower - Standard","King","1","20181126"
"YXCVG21C","21c Museum Hotel Cincinnati","609 Walnut Street","Cincinnati","OH","45202","229.0","RA2","A2Q","No","Room with bath - Superior","Queen","2","20181126"
