"MXPHLB68","Motel 6 Philadelphia Airport - Essington","43 Industrial Highway","Essington","PA","19029","63.99","RAC","U2D","No","Suite","Double","2","20180722"
"DIPHL412","Days Inn Runnemede Philly Area","101 E,9th Avenue","Philadelphia","PA","08078","71.09","AR1","C3K","No","Room with bath - Standard","King","3","20180722"
"EOPHL160","Econo Lodge Philadelphia Airport","600 S Government Printz Blvd","Lester","PA","19029","71.99","SNR","N2D","No","Non-smoking","Double","2","20180722"
"OZPHL861","Super 8 Bellmawr Nj Philadelph","341 South Black Horse Pike","Bellmawr","NJ","08031","64.8","AR1","H1Q","No","Room with shower - Minimum","Queen","1","20180722"
"BWPHL050","Surestay Hotel By Best Western Bellmawr","341 S Black Horse Pike, Suite B","Bellmawr","PA","08031-2307","67.5","SRS","A1Q","No","Room with bath - Superior","Queen","1","20180722"
"QIPHL378","Quality Inn Philadelphia Airport","600 S Governor Printz Blvd","Lester","PA","19029","76.49","SNR","N2D","No","Non-smoking","Double","2","20180722"
"MTPHL200","Microtel Inn & Suites By Wyndh","8840 Tinicum Blvd","Philadelphia","PA","19153","67.49","AR1","C3Q","No","Room with bath - Standard","Queen","3","20180722"
"DIPHL555","Days Springfield Phl Airport","650 Baltimore Pike","Springfield","PA","19064","74.69","AR1","C2Q","No","Room with bath - Standard","Queen","2","20180722"
"DIPHL603","Days Inn Philadelphia","4200 Roosevelt Blvd","Philadelphia","PA","19124","77.34","AR1","C1D","No","Room with bath - Standard","Double","1","20180722"
"RFPHL119","Red Roof Plus Philadelphia Airport","49 Industrial Highway","Essington","PA","19029","89.99","SNR","C1K","No","Room with bath - Standard","King","1","20180722"
"LMPHL958","Roosevelt Inn","7600 Roosevelt Boulevard","Philadelphia","PA","19152","81.55","SNR","N1K","No","Non-smoking","King","1","20180722"
"EAPHL547","Extended Stay America Phl Air","9000 Tinicum Blvd","Philadelphia","PA","19153","99.99","RAC","A08","No","Room with bath - Superior","Other","0","20180722"
"SZPHL716","Sleep Inn Cinnaminson Philadelphia East","208 Us 130 N","Cinnaminson","NJ","08077-3304","89.1","SNR","N1K","No","Non-smoking","King","1","20180722"
"BWPHL046","Bw Philadelphia South - West D","98 Friars Blvd","Thorofare","NJ","08086 2263","92.0","MIL","A2D","No","Room with bath - Superior","Double","2","20180722"
"HXPHL130","Hampton Inn Phl Ctr City-conv","1301 Race","Philadelphia","PA","19107","104.25","RAC","E1K","No","Room with shower - Superior","King","1","20180722"
"HIPHL526","Holiday Inn Cherry Hill","2175 Marlton Pike Road West","Cherry Hill","NJ","08002","108.99","482","*RH","No","Unspecified","Other","Unknown","20180722"
"DIPHL031","Days Philadelphia Conv Ctr","1227 Race St","Philadelphia","PA","19107","109.65","SP1","C1Q","No","Room with bath - Standard","Queen","1","20180722"
"CYPHLPTC","Courtyard By Marriott Deptford","1251 Hurffville Road","Deptford Township","NJ","08096","110.0","S9R","XMI","No","unknown","Other","Unknown","20180722"
"SZPHL683","Sleep Inn Center City","1020 Cherry Street","Philadelphia","PA","19107","107.1","SNR","*1Q","No","Unspecified","Queen","1","20180722"
"MTPHL469","Microtel Inn & Suites By Wyndh","155 S Stewart Avenue","Ridley Park","PA","19078-1001","116.1","AR1","H2Q","No","Room with shower - Minimum","Queen","2","20180722"
