"SCYQG884","Sunbridge Hotel Windsor","430 Ouellette Ave","Windsor","ON","N9A 1B2","84.4","BO1","FKB","No","Room with shower - Moderate","Other","Unknown","20181221"
"MVDETMGM","Mgm Grand Detroit","1777 Third Street","Detroit","MI","48226","249.0","WKD","A1K","No","Room with bath - Superior","King","1","20181221"
