"NZNYC569","Gowanus Inn And Yard, An Ascend Hotel Co","645-651 Union St.","Brooklyn","NY","11215","89.1","SNR","N1Q","No","Non-smoking","Queen","1","20180625"
"RYEWR320","Rodeway Inn Jersey City","459 Tonnelle Avenue","Jersey City","NJ","07307","80.1","SNR","N1Q","No","Non-smoking","Queen","1","20180625"
"EOEWR072","Econo Lodge Jersey City","750 762 Tonnelle Ave","Jersey City","NJ","07307","94.49","SNR","N1K","No","Non-smoking","King","1","20180625"
"TLJEC197","Travelodge Jersey City","881 Tonnele Ave","Jersey City","NJ","07307-3938","98.99","B02","C1K","No","Room with bath - Standard","King","1","20180625"
"IQLGAUST","The Jane","113 Jane Street","New York","NY","10014","115.0","RAC","C1K","No","Room with bath - Standard","King","1","20180625"
"YXNYC068","Hotel 31","120 East 31st Street","New York","NY","10016","139.5","1NT","C1D","No","Room with bath - Standard","Double","1","20180625"
"YXNYC303","Manhattan West Hotel","303 West 30th Street","New York","NY","10001","144.0","RAC","F1Q","No","Room with shower - Moderate","Queen","1","20180625"
"TQLGA796","Ravel Hotel, Trademark Coll","8-08 Queens Plaza South","Long Island City","NY","11101","125.1","SNR","C1Q","No","Room with bath - Standard","Queen","1","20180625"
"OKNYC247","Pod Williamsburg","247 Metropolitan Avenue","Brooklyn","NY","11211","119.0","RAC","C2T","No","Room with bath - Standard","Twin","2","20180625"
"NZQFF473","Union Hotel, An Ascend Hotel Collection","611 De Graw Street","Brooklyn","NY","11217","129.6","SNR","*1Q","No","Unspecified","Queen","1","20180625"
"YXNYCSLE","Americana Inn","69 West 38th Street","New York","NY","10018","130.0","RAC","J1S","No","Room with bath/shower - Moderate","Single","1","20180625"
"HINYCB36","Holiday Inn Brooklyn Downtown","300 Schermerhorn Road","Brooklyn","NY","11215","159.0","013","*1K","No","Unspecified","King","1","20180625"
"YXJFKBMI","Brooklyn Motor Inn","140 Hamilton Ave","Brooklyn","NY","11231","140.0","RAC","A1Q","No","Room with bath - Superior","Queen","1","20180625"
"BTLGAZHN","Z New York Hotel","11 01 43rd Street","Long Island City","NY","11101","141.0","COR","A1Q","No","Room with bath - Superior","Queen","1","20180625"
"NZLGA507","The Look Hotel Red Hook An Ascend Hotel","17 Seabring Street","Brooklyn","NY","11231","147.6","SNR","N1K","No","Non-smoking","King","1","20180625"
"OKNYCP51","Pod 51 Hotel","230 East 51st Street","New York","NY","10022","139.0","RAC","J1T","No","Room with bath/shower - Moderate","Twin","1","20180625"
"GDNYCPPH","Pointe Plaza Hotel","2 Franklin Ave","Brooklyn","NY","11249","149.0","RAC","C2T","No","Room with bath - Standard","Twin","2","20180625"
"OKNYC400","Pod Times Square","400 West 42nd Street","New York City","NY","10036","145.0","RAC","C2T","No","Room with bath - Standard","Twin","2","20180625"
"WVNYC062","Manhattan Broadway Hotel","273 West 38th Street","New York","NY","10018","159.0","RAC","F2T","No","Room with shower - Moderate","Twin","2","20180625"
"YXNYC329","Heritage Hotel New York City","18 W. 25th St.","New York","NY","10010","159.0","RAC","F1K","No","Room with shower - Moderate","King","1","20180625"
