"YXDTW563","Americas Best Value Inn","13181 Michigan Avenue","Dearborn","MI","48126","50.0","SP5","N1D","No","Non-smoking","Double","1","20180806"
"MXDTWE91","Motel 6 Detroit - Southgate","18777 Northline Rd","Southgate","MI","48195","54.99","RAC","UND","No","Suite","Double","Unknown","20180806"
"HJYQG451","Howard Johnson Plaza Hotel By","2530 Ouellette Avenue","Windsor","ON","N8X 1L7","61.4","SP1","C1Q","No","Room with bath - Standard","Queen","1","20180806"
"OZYQG994","Sup 8 Windsor Ambassador Brdge","2265 Huron Church Rd","Windsor","ON","N9C2L9","64.63","SP1","C2Q","No","Room with bath - Standard","Queen","2","20180806"
"YXYQG147","Lexington Inn And Suites","2130 Division Road","Windsor","ON","N8W 2A1","65.01","SNR","C1D","No","Room with bath - Standard","Double","1","20180806"
"CZYQG365","Comfort Suites Downtown","500 Tuscarora Rd. East","Windsor","ON","N9A 3M2","82.11","SNR","N2Q","No","Non-smoking","Queen","2","20180806"
"LQDTWBNK","La Quinta Inn Detroit Southgate","12888 Reeck Road","Southgate","MI","48195","79.0","RAC","A2D","No","Room with bath - Superior","Double","2","20180806"
"CIYQG318","Comfort Inn Windsor","2955 Dougall Avenue","Windsor","ON","N9E 1S1","88.96","SNR","N1Q","No","Non-smoking","Queen","1","20180806"
"BWYQG117","Best Western Plus Waterfront","277 Riverside Drive West","Windsor","ON","N9A 5K4","94.04","DB6","W1Q","No","Room at weekend rate","Queen","1","20180806"
"CIDEO463","Comfort Inn And Suites Allen Park","3600 Enterprise Drive","Allen Park","MI","48101","96.3","SNR","N1K","No","Non-smoking","King","1","20180806"
"SCYQG884","Sunbridge Hotel Windsor","430 Ouellette Ave","Windsor","ON","N9A 1B2","85.0","BO1","F1Q","No","Room with shower - Moderate","Queen","1","20180806"
"CIDET194","Comfort Inn Downtown","1999 E Jefferson Ave","Detroit","MI","48207","107.1","SNR","N2D","No","Non-smoking","Double","2","20180806"
"CIYQG901","Comfort Inn And Suites Ambassador Bridge","2330 Huron Church Road","Windsor","ON","N9E 3S6","95.8","SNR","N2Q","No","Non-smoking","Queen","2","20180806"
"BWDTW089","Best Western Greenfield Inn","3000 Enterprise Drive","Allen Park","MI","48101","97.71","DB6","B1K","No","Room with bath - Moderate","King","1","20180806"
"TOYQGTST","Towneplace Stes Winds Marriott","250 Dougall Ave","Windsor","ON","N9A7C6","115.58","S9R","XMI","No","unknown","Other","Unknown","20180806"
"HIYQG9BF","Holiday Inn Ambassador Bridge","1855 Huron Church Road","Windsor","ON","N9C 2L6","120.89","013","*1B","No","Unspecified","Other","1","20180806"
"EADEO290","Extended Stay America Dearborn","260 Town Center Drive","Dearborn","MI","48126","121.49","PRO","A07","No","Room with bath - Superior","Other","0","20180806"
"HXDTW114","Hampton Inn Detroit-southgate","13555 Prechter Blvd","Southgate","MI","48195","122.55","RAC","C2Q","No","Room with bath - Standard","Queen","2","20180806"
"HXYQG184","Hampton Stes By Hilton Windsor","1840 Huron Church Rd","Windsor","ON","N9C 2L3","120.9","RAC","B2Q","No","Room with bath - Moderate","Queen","2","20180806"
"HIDTTCE2","Holiday Inn Exp Stes Downtown","1020 Washington Blvd","Detroit","MI","48226","144.0","482","*1K","No","Unspecified","King","1","20180806"
