"WVANC255","Aptel Studio Hotel","624 Rodeo Place","Anchorage","AK","99508","118.15","P1R","G1Q","No","Room with shower - Standard","Queen","1","20180724"
"WVANC003","Long House Alaskan Hotel","4335 Wisconsin","Anchorage","AK","99517","125.0","SNR","C1Q","No","Room with bath - Standard","Queen","1","20180724"
"WVANC684","Aspen Suites Hotel Anchorage","100 E Tudor Rd","Anchorage","AK","99503","139.0","RA2","H1Q","No","Room with shower - Minimum","Queen","1","20180724"
"WVANC001","Inlet Tower Hotel And Suites","1200 L Street","Anchorage","AK","99501","140.0","GOV","C1Q","No","Room with bath - Standard","Queen","1","20180724"
"WXANCINT","Coast International Inn","3450 Aviation Ave","Anchorage","AK","99502","159.0","GOV","B2Q","No","Room with bath - Moderate","Queen","2","20180724"
"EAANC274","Extended Stay America Midtown","700 E. 34th Avenue","Anchorage","AK","99503","151.99","PRO","A02","No","Room with bath - Superior","Other","0","20180724"
"MTANC101","Microtel Inn & Suites By Wyndh","5205 Northwood Drive","Anchorage","AK","99517","152.99","PRO","S2Q","No","Suite","Queen","2","20180724"
"RLANC441","Guesthouse Inn N Suites Anc","321 East 5th Avenue","Anchorage","AK","99501","159.0","ADV","H2Q","No","Room with shower - Minimum","Queen","2","20180724"
"RAANC614","Ramada Anchorage","115 East 3rd Ave","Anchorage","AK","99501","160.65","A01","N1K","No","Non-smoking","King","1","20180724"
"EAANC276","Extended Stay America Downtown","108 East 8th Avenue","Anchorage","AK","99501","179.99","PRO","A0N","No","Room with bath - Superior","Other","0","20180724"
"WVANC825","Dimond Center Hotel","700 E Dimond Blvd","Anchorage","AK","99515","189.0","PR4","N1Q","No","Non-smoking","Queen","1","20180724"
"MXANCE03","Motel 6 Anchorage - Midtown","5000 A Street","Anchorage","AK","99503","169.99","RAC","N2D","No","Non-smoking","Double","2","20180724"
"YXANC269","My Place Hotel - Anchorage Ak","729 E  40th Avenue","Anchorage","AK","99503","169.99","RA1","C1Q","No","Room with bath - Standard","Queen","1","20180724"
"YXANCESH","Americas Best Value Inn","4360 Spenard Road","Anchorage","AK","99517","179.1","SRS","T1Q","No","Suite","Queen","1","20180724"
"BWANC005","Best Western Golden Lion Hotel","1000 E 36th Avenue","Anchorage","AK","99508","189.0","MIL","A2Q","No","Room with bath - Superior","Queen","2","20180724"
"LQANC998","La Quinta Inn Ste Anchorage Airport","3501 Minnesota Drive","Anchorage","AK","99503","214.0","COR","H1D","No","Room with shower - Minimum","Double","1","20180724"
"MUANC100","The Lakefront Anchorage","4800 Spenard Road","Anchorage","AK","99517 3236","197.0","UD5","F1K","No","Room with shower - Moderate","King","1","20180724"
"IQANC100","Westmark Anchorage Hotel","720 W Fifth Avenue","Anchorage","AK","99501","198.0","AAA","C1S","No","Room with bath - Standard","Single","1","20180724"
"YXANC600","Historic Anchorage Hotel","330 E Street","Anchorage","AK","99501","207.0","SNR","A2D","No","Room with bath - Superior","Double","2","20180724"
"QIANC017","Quality Suites Historic Downtown","325 W. 8th Ave","Anchorage","AK","99501","215.1","AAA","N2Q","No","Non-smoking","Queen","2","20180724"
