"RYAUS310","Rodeway Inn And Suites Downtown North","6201 Us 290 E","Austin","TX","78723","62.1","SNR","N1K","No","Non-smoking","King","1","20180721"
"RFAUS210","Red Roof Austin North","8210 Interregional Highway","Austin","TX","78753","64.79","SEN","N1H","No","Non-smoking","Other","1","20180721"
"MXAUSC25","Motel 6 Austin Central - North","8010 I-35 North","Austin","TX","78753","59.99","RAC","U2D","No","Suite","Double","2","20180721"
"OZAUS079","Super 8 Austin North-universit","8128 N. Interstate 35","Austin","TX","78753","69.3","TRZ","C4Q","No","Room with bath - Standard","Queen","4","20180721"
"MXAUS113","Motel 6 Austin South Airport","2707 Interregional Hwy S","Austin","TX","78741","63.99","RAC","UD1","No","Suite","Other","Unknown","20180721"
"MXAUSJ33","Motel 6 Austin - Midtown","7100 I-35 North","Austin","TX","78752","63.99","RAC","N1K","No","Non-smoking","King","1","20180721"
"MXAUS360","Motel 6 Austin North","9420 I-35 N","Austin","TX","78753","63.99","RAC","UD1","No","Suite","Other","Unknown","20180721"
"DIAUS513","Days Inn Austin South","4220 South Ih-35","Austin","TX","78745","76.49","SP1","C2K","No","Room with bath - Standard","King","2","20180721"
"OZAUS181","Super 8 Austin University-dwtn","5526 N Ih-35","Austin","TX","78751","66.6","AR1","H1Q","No","Room with shower - Minimum","Queen","1","20180721"
"YXAUS319","Americas Best Value Inn Austin","909 E Koenig Lane","Austin","TX","78751","67.49","SRS","C1K","No","Room with bath - Standard","King","1","20180721"
"MXAUS844","Studio 6 Austin Midtown","6603 N I-35","Austin","TX","78752","69.99","RAC","N1Q","No","Non-smoking","Queen","1","20180721"
"MXAUSA88","Motel 6 Austin Central-s Univ Of Tx","5330 N Interregional Hwy","Austin","TX","78751","69.99","RAC","N1K","No","Non-smoking","King","1","20180721"
"EAAUSBUR","Extended Stay America S Arbore","9100 Waterford Center Blvd","Austin","TX","78758","71.24","PRO","A0P","No","Room with bath - Superior","Pull-out","0","20180721"
"HYAUS001","Hyatt Place Austin North Central","7522 North I H 35","Austin","TX","78752","84.0","***","KNG","No","Room with bath/shower - Minimum","Other","Unknown","20180721"
"MTAUS007","Microtel Inn And Suites By Wyn","7705 Metro Center Drive","Austin","TX","78744","75.6","BAR","C1Q","No","Room with bath - Standard","Queen","1","20180721"
"TOAUSTWT","Towneplace Stes Nwest Marriott","10024 Capital Of Texas Highway","Austin","TX","78759","88.0","S9R","XMI","No","unknown","Other","Unknown","20180721"
"OZAUS545","Super 8 Aus South","3120 Montopolis Dr","Austin","TX","78744","89.1","BAR","H1Q","No","Room with shower - Minimum","Queen","1","20180721"
"YOAUSSOU","Candlewood Suites Austin South","4320 Interstate 35 Service St.","Austin","TX","78745","80.0","N5G","*1Q","No","Unspecified","Queen","1","20180721"
"EAAUS299","Extended Stay America Austin S","5100 Us Hwy 290 W","Austin","TX","78735","80.74","PRO","A06","No","Room with bath - Superior","Other","0","20180721"
"EOAUS787","Econo Lodge Austin","6911 North Interstate Hwy 35","Austin","TX","78752","82.8","SNR","*1K","No","Unspecified","King","1","20180721"
