"RYEWR320","Rodeway Inn Jersey City","459 Tonnelle Avenue","Jersey City","NJ","07307","80.1","SNR","N1Q","No","Non-smoking","Queen","1","20180626"
"TLJEC197","Travelodge Jersey City","881 Tonnele Ave","Jersey City","NJ","07307-3938","85.49","B02","C2K","No","Room with bath - Standard","King","2","20180626"
"EOEWR072","Econo Lodge Jersey City","750 762 Tonnelle Ave","Jersey City","NJ","07307","94.49","SNR","N1K","No","Non-smoking","King","1","20180626"
"NZQFF473","Union Hotel, An Ascend Hotel Collection","611 De Graw Street","Brooklyn","NY","11217","116.1","SNR","N1Q","No","Non-smoking","Queen","1","20180626"
"NZNYC569","Gowanus Inn And Yard, An Ascend Hotel Co","645-651 Union St.","Brooklyn","NY","11215","109.0","SNR","N1Q","No","Non-smoking","Queen","1","20180626"
"OKNYC247","Pod Williamsburg","247 Metropolitan Avenue","Brooklyn","NY","11211","129.0","RAC","C2T","No","Room with bath - Standard","Twin","2","20180626"
"IQLGAUST","The Jane","113 Jane Street","New York","NY","10014","115.0","RAC","C1K","No","Room with bath - Standard","King","1","20180626"
"YXNYCSLE","Americana Inn","69 West 38th Street","New York","NY","10018","130.0","RAC","J1S","No","Room with bath/shower - Moderate","Single","1","20180626"
"BTLGAZHN","Z New York Hotel","11 01 43rd Street","Long Island City","NY","11101","158.0","COR","A1Q","No","Room with bath - Superior","Queen","1","20180626"
"YXJFKBMI","Brooklyn Motor Inn","140 Hamilton Ave","Brooklyn","NY","11231","140.0","RAC","A1Q","No","Room with bath - Superior","Queen","1","20180626"
"WVNYC410","The Gregory","42 West 35th Street","New York","NY","10001","164.43","AAA","F2D","No","Room with shower - Moderate","Double","2","20180626"
"NZLGA507","The Look Hotel Red Hook An Ascend Hotel","17 Seabring Street","Brooklyn","NY","11231","165.6","SNR","N1K","No","Non-smoking","King","1","20180626"
"YXNYC068","Hotel 31","120 East 31st Street","New York","NY","10016","143.1","1NT","C1D","No","Room with bath - Standard","Double","1","20180626"
"WVLGAHLJ","Hotel Le Jolie","235 Meeker Avenue","Brooklyn","NY","11211","144.99","RAC","G2T","No","Room with shower - Standard","Twin","2","20180626"
"GDNYCPPH","Pointe Plaza Hotel","2 Franklin Ave","Brooklyn","NY","11249","149.0","RAC","C2T","No","Room with bath - Standard","Twin","2","20180626"
"OKNYC400","Pod Times Square","400 West 42nd Street","New York City","NY","10036","145.0","RAC","C2T","No","Room with bath - Standard","Twin","2","20180626"
"OKNYCP51","Pod 51 Hotel","230 East 51st Street","New York","NY","10022","149.0","RAC","J2T","No","Room with bath/shower - Moderate","Twin","2","20180626"
"HINYCFBF","Holiday Inn Exp Stes Jersey Cit","707 Tonnelle Avenue","Jersey City","NY","07307","169.0","013","*2Q","No","Unspecified","Queen","2","20180626"
"WVNYC062","Manhattan Broadway Hotel","273 West 38th Street","New York","NY","10018","169.0","RAC","F2T","No","Room with shower - Moderate","Twin","2","20180626"
"WYNYC996","Wyndham Garden Long Islnd Cty","44-29 9th Street","Long Island City","NY","11101","179.1","AR1","H1K","No","Room with shower - Minimum","King","1","20180626"
