"YXLAXLHW","Americas Best Value Inn","811 North Alvardo Street","Los Angeles","CA","90026","100.8","SRS","C1Q","No","Room with bath - Standard","Queen","1","20180625"
"TLLAX060","Travelodge Hollywood Vermont","1401 North Vermont Avenue","Hollywood","CA","90027","94.5","AR1","C1Q","No","Room with bath - Standard","Queen","1","20180625"
"YXLAXAVB","Americas Best Value Inn","1123 West 7th Street","Los Angeles","CA","90017","103.5","SRS","N1Q","No","Non-smoking","Queen","1","20180625"
"RYLAXB11","Rodeway Inn Convention Center","1904 West Olympic Boulevard","Los Angeles","CA","90006","161.1","SNR","*1Q","No","Unspecified","Queen","1","20180625"
"SCLAX307","Vagabond Inn Los Angeles At Us","3101 S. Figueroa St.","Los Angeles","CA","90007","149.99","BAR","Q1Q","No","unknown","Queen","1","20180625"
"OZLAX525","Super 8 Los Angeles Downtown","1341 W Sunset Boulevard","Los Angeles","CA","90026","161.46","SP1","C2K","No","Room with bath - Standard","King","2","20180625"
"PWLAXKAW","Kawada Hotel","200 South Hill Street","Los Angeles","CA","90012","159.0","ARP","F3T","No","Room with shower - Moderate","Twin","3","20180625"
"SCLAX625","Hotel Solaire","1710 West 7th Street","Los Angeles","CA","90017","189.0","RAC","F1Q","No","Room with shower - Moderate","Queen","1","20180625"
"YXLAXMAY","The Mayfair Hotel","1256 West 7th Street","Los Angeles","CA","90017","197.1","AAA","E1D","No","Room with shower - Superior","Double","1","20180625"
"GQLAXORC","O Hotel","819 South Flower Street","Los Angeles","CA","90017","224.1","MIL","D1Q","No","Room with bath - Minimum","Queen","1","20180625"
"WVLAX684","Los Angeles Athletic Club","431 West Seventh Street","Los Angeles","CA","90014","197.1","SNR","A1Q","No","Room with bath - Superior","Queen","1","20180625"
"YXLAXMIY","Miyako Hotel Los Angeles","328 East First Street","Los Angeles","CA","90012","206.1","AAA","C1K","No","Room with bath - Standard","King","1","20180625"
"BWLAX724","Best Western Plus La Mid Town","603 S New Hampshire Ave","Los Angeles","CA","9005-1342","209.7","AAA","W1K","No","Room at weekend rate","King","1","20180625"
"YXLAXAHD","Ace Hotel Downtown Los Angeles","929 South Broadway","Los Angeles","CA","90014","254.15","PR1","A1T","No","Room with bath - Superior","Twin","1","20180625"
"YXLAX116","Hollywood Hotel","1160 North Vermont Avenue","Los Angeles","CA","90029-1729","224.0","ARP","N1K","No","Non-smoking","King","1","20180625"
"APLAXDOW","The Standard Downtown La","550 South Flower Street","Los Angeles","CA","90071","233.1","R36","B1Q","No","Room with bath - Moderate","Queen","1","20180625"
"LWLAX757","Hotel Figueroa","939 South Figueroa Street","Los Angeles","CA","90015","247.2","COR","C1Q","No","Room with bath - Standard","Queen","1","20180625"
"LELAX299","Luxe City Center Hotel","1020 S Figueroa St","Los Angeles","CA","90015","296.1","SP5","N1K","No","Non-smoking","King","1","20180625"
"RDLAX606","Radisson La Midtown At Usc","3540 South Figueroa","Los Angeles","CA","90007","278.1","AAA","ROH","Yes","Varies","Varies","Varies","20180625"
"RALAX623","Ramada Los Angeles Downtown W","1901 W Olympic Blvd","Los Angeles","CA","90006","278.1","AR1","N1K","No","Non-smoking","King","1","20180625"
